n,k,seed,strategy,K,Y,B,turns,density
50,2,19,min_cut_vertex_front,39,10,1,5,0.111
50,2,19,hybrid,38,11,1,6,0.111
50,2,20,max_degree,32,14,4,7,0.1118
50,2,20,max_white_neighbors,32,14,4,7,0.1118
50,2,20,min_cut_edge_front,32,14,4,7,0.1118
50,2,20,min_cut_vertex_front,39,11,0,6,0.1118
50,2,20,hybrid,32,14,4,7,0.1118
50,2,21,max_degree,16,8,26,4,0.1094
50,2,21,max_white_neighbors,16,8,26,4,0.1094
50,2,21,min_cut_edge_front,16,8,26,4,0.1094
50,2,21,min_cut_vertex_front,37,13,0,7,0.1094
50,2,21,hybrid,16,8,26,4,0.1094
50,2,22,max_degree,26,13,11,7,0.1127
50,2,22,max_white_neighbors,26,12,12,6,0.1127
50,2,22,min_cut_edge_front,31,14,5,7,0.1127
50,2,22,min_cut_vertex_front,36,12,2,6,0.1127
50,2,22,hybrid,28,14,8,7,0.1127
50,2,23,max_degree,39,10,1,5,0.1127
50,2,23,max_white_neighbors,37,10,3,5,0.1127
50,2,23,min_cut_edge_front,39,10,1,5,0.1127
50,2,23,min_cut_vertex_front,41,9,0,5,0.1127
50,2,23,hybrid,37,10,3,5,0.1127
50,2,24,max_degree,34,10,6,5,0.1135
50,2,24,max_white_neighbors,34,10,6,5,0.1135
50,2,24,min_cut_edge_front,34,10,6,5,0.1135
50,2,24,min_cut_vertex_front,40,10,0,5,0.1135
50,2,24,hybrid,34,10,6,5,0.1135
50,2,25,max_degree,30,10,10,5,0.1102
50,2,25,max_white_neighbors,31,10,9,5,0.1102
50,2,25,min_cut_edge_front,30,10,10,5,0.1102
50,2,25,min_cut_vertex_front,38,9,3,5,0.1102
50,2,25,hybrid,31,10,9,5,0.1102
50,2,26,max_degree,20,8,22,4,0.1127
50,2,26,max_white_neighbors,22,12,16,6,0.1127
50,2,26,min_cut_edge_front,20,8,22,4,0.1127
50,2,26,min_cut_vertex_front,40,10,0,5,0.1127
50,2,26,hybrid,24,14,12,7,0.1127
50,2,27,max_degree,18,8,24,4,0.1118
50,2,27,max_white_neighbors,18,8,24,4,0.1118
50,2,27,min_cut_edge_front,18,8,24,4,0.1118
50,2,27,min_cut_vertex_front,38,12,0,6,0.1118
50,2,27,hybrid,18,8,24,4,0.1118
50,2,28,max_degree,27,14,9,7,0.1151
50,2,28,max_white_neighbors,27,14,9,7,0.1151
50,2,28,min_cut_edge_front,34,15,1,8,0.1151
50,2,28,min_cut_vertex_front,38,12,0,6,0.1151
50,2,28,hybrid,27,14,9,7,0.1151
50,2,29,max_degree,30,12,8,6,0.1127
50,2,29,max_white_neighbors,30,12,8,6,0.1127
50,2,29,min_cut_edge_front,31,12,7,6,0.1127
50,2,29,min_cut_vertex_front,40,10,0,5,0.1127
50,2,29,hybrid,30,12,8,6,0.1127
50,2,30,max_degree,35,14,1,7,0.1127
50,2,30,max_white_neighbors,38,12,0,6,0.1127
50,2,30,min_cut_edge_front,35,14,1,7,0.1127
50,2,30,min_cut_vertex_front,16,10,24,5,0.1127
50,2,30,hybrid,38,12,0,6,0.1127
50,3,1,max_degree,13,11,26,4,0.111
50,3,1,max_white_neighbors,11,9,30,3,0.111
50,3,1,min_cut_edge_front,13,11,26,4,0.111
50,3,1,min_cut_vertex_front,22,19,9,7,0.111
50,3,1,hybrid,11,9,30,3,0.111
50,3,2,max_degree,16,11,23,4,0.1118
50,3,2,max_white_neighbors,16,11,23,4,0.1118
50,3,2,min_cut_edge_front,16,11,23,4,0.1118
50,3,2,min_cut_vertex_front,31,17,2,6,0.1118
50,3,2,hybrid,16,11,23,4,0.1118
50,3,3,max_degree,8,8,34,3,0.111
50,3,3,max_white_neighbors,8,8,34,3,0.111
50,3,3,min_cut_edge_front,8,8,34,3,0.111
50,3,3,min_cut_vertex_front,8,8,34,3,0.111
50,3,3,hybrid,8,8,34,3,0.111
50,3,4,max_degree,19,18,13,6,0.1094
50,3,4,max_white_neighbors,16,14,20,5,0.1094
50,3,4,min_cut_edge_front,19,18,13,6,0.1094
50,3,4,min_cut_vertex_front,27,18,5,6,0.1094
50,3,4,hybrid,16,13,21,5,0.1094
50,3,5,max_degree,19,12,19,4,0.1135
50,3,5,max_white_neighbors,16,12,22,4,0.1135
50,3,5,min_cut_edge_front,19,12,19,4,0.1135
50,3,5,min_cut_vertex_front,31,18,1,6,0.1135
50,3,5,hybrid,16,12,22,4,0.1135
50,3,6,max_degree,23,17,10,6,0.1118
50,3,6,max_white_neighbors,22,14,14,5,0.1118
50,3,6,min_cut_edge_front,23,17,10,6,0.1118
50,3,6,min_cut_vertex_front,35,15,0,5,0.1118
50,3,6,hybrid,22,14,14,5,0.1118
50,3,7,max_degree,13,12,25,4,0.1118
50,3,7,max_white_neighbors,13,12,25,4,0.1118
50,3,7,min_cut_edge_front,13,12,25,4,0.1118
50,3,7,min_cut_vertex_front,33,17,0,6,0.1118
50,3,7,hybrid,13,12,25,4,0.1118
50,3,8,max_degree,24,13,13,5,0.1094
50,3,8,max_white_neighbors,24,12,14,4,0.1094
50,3,8,min_cut_edge_front,24,12,14,4,0.1094
50,3,8,min_cut_vertex_front,35,15,0,5,0.1094
50,3,8,hybrid,24,12,14,4,0.1094
50,3,9,max_degree,29,12,9,4,0.111
50,3,9,max_white_neighbors,25,12,13,4,0.111
50,3,9,min_cut_edge_front,29,12,9,4,0.111
50,3,9,min_cut_vertex_front,37,12,1,4,0.111
50,3,9,hybrid,25,12,13,4,0.111
50,3,10,max_degree,11,9,30,3,0.1143
50,3,10,max_white_neighbors,11,9,30,3,0.1143
50,3,10,min_cut_edge_front,11,9,30,3,0.1143
50,3,10,min_cut_vertex_front,12,11,27,4,0.1143
50,3,10,hybrid,11,9,30,3,0.1143
50,3,11,max_degree,14,11,25,4,0.1135
50,3,11,max_white_neighbors,14,11,25,4,0.1135
50,3,11,min_cut_edge_front,14,11,25,4,0.1135
50,3,11,min_cut_vertex_front,12,11,27,4,0.1135
50,3,11,hybrid,14,11,25,4,0.1135
50,3,12,max_degree,14,12,24,4,0.1127
50,3,12,max_white_neighbors,14,12,24,4,0.1127
50,3,12,min_cut_edge_front,14,12,24,4,0.1127
50,3,12,min_cut_vertex_front,24,17,9,6,0.1127
50,3,12,hybrid,14,12,24,4,0.1127
50,3,13,max_degree,9,6,35,2,0.1118
50,3,13,max_white_neighbors,9,6,35,2,0.1118
50,3,13,min_cut_edge_front,9,6,35,2,0.1118
50,3,13,min_cut_vertex_front,26,22,2,8,0.1118
50,3,13,hybrid,9,6,35,2,0.1118
50,3,14,max_degree,13,10,27,4,0.1118
50,3,14,max_white_neighbors,13,10,27,4,0.1118
50,3,14,min_cut_edge_front,13,10,27,4,0.1118
50,3,14,min_cut_vertex_front,26,16,8,6,0.1118
50,3,14,hybrid,13,10,27,4,0.1118
50,3,15,max_degree,20,15,15,5,0.1127
50,3,15,max_white_neighbors,21,15,14,5,0.1127
50,3,15,min_cut_edge_front,20,15,15,5,0.1127
50,3,15,min_cut_vertex_front,30,18,2,6,0.1127
50,3,15,hybrid,21,15,14,5,0.1127
50,3,16,max_degree,18,12,20,4,0.111
50,3,16,max_white_neighbors,15,11,24,4,0.111
50,3,16,min_cut_edge_front,18,12,20,4,0.111
50,3,16,min_cut_vertex_front,21,16,13,6,0.111
50,3,16,hybrid,15,11,24,4,0.111
50,3,17,max_degree,14,13,23,5,0.1102
50,3,17,max_white_neighbors,15,12,23,4,0.1102
50,3,17,min_cut_edge_front,14,13,23,5,0.1102
50,3,17,min_cut_vertex_front,28,20,2,7,0.1102
50,3,17,hybrid,15,12,23,4,0.1102
50,3,18,max_degree,27,15,8,5,0.1135
50,3,18,max_white_neighbors,32,16,2,6,0.1135
50,3,18,min_cut_edge_front,27,15,8,5,0.1135
50,3,18,min_cut_vertex_front,31,15,4,5,0.1135
50,3,18,hybrid,32,16,2,6,0.1135
50,3,19,max_degree,20,14,16,5,0.111
50,3,19,max_white_neighbors,20,14,16,5,0.111
50,3,19,min_cut_edge_front,20,14,16,5,0.111
50,3,19,min_cut_vertex_front,30,16,4,6,0.111
50,3,19,hybrid,20,14,16,5,0.111
50,3,20,max_degree,10,9,31,3,0.1118
50,3,20,max_white_neighbors,10,9,31,3,0.1118
50,3,20,min_cut_edge_front,10,9,31,3,0.1118
50,3,20,min_cut_vertex_front,29,18,3,6,0.1118
50,3,20,hybrid,10,9,31,3,0.1118
50,3,21,max_degree,9,9,32,3,0.1094
50,3,21,max_white_neighbors,9,7,34,3,0.1094
50,3,21,min_cut_edge_front,9,9,32,3,0.1094
50,3,21,min_cut_vertex_front,14,17,19,6,0.1094
50,3,21,hybrid,9,7,34,3,0.1094
50,3,22,max_degree,12,11,27,4,0.1127
50,3,22,max_white_neighbors,12,11,27,4,0.1127
50,3,22,min_cut_edge_front,12,11,27,4,0.1127
50,3,22,min_cut_vertex_front,26,18,6,6,0.1127
50,3,22,hybrid,12,11,27,4,0.1127
50,3,23,max_degree,35,14,1,5,0.1127
50,3,23,max_white_neighbors,34,14,2,5,0.1127
50,3,23,min_cut_edge_front,35,14,1,5,0.1127
50,3,23,min_cut_vertex_front,35,14,1,5,0.1127
50,3,23,hybrid,34,14,2,5,0.1127
50,3,24,max_degree,13,10,27,4,0.1135
50,3,24,max_white_neighbors,13,10,27,4,0.1135
50,3,24,min_cut_edge_front,13,10,27,4,0.1135
50,3,24,min_cut_vertex_front,35,15,0,5,0.1135
50,3,24,hybrid,13,10,27,4,0.1135
50,3,25,max_degree,16,10,24,4,0.1102
50,3,25,max_white_neighbors,16,10,24,4,0.1102
50,3,25,min_cut_edge_front,16,10,24,4,0.1102
50,3,25,min_cut_vertex_front,31,15,4,5,0.1102
50,3,25,hybrid,16,10,24,4,0.1102
50,3,26,max_degree,15,9,26,3,0.1127
50,3,26,max_white_neighbors,13,10,27,4,0.1127
50,3,26,min_cut_edge_front,15,9,26,3,0.1127
50,3,26,min_cut_vertex_front,24,20,6,7,0.1127
50,3,26,hybrid,13,10,27,4,0.1127
50,3,27,max_degree,9,9,32,3,0.1118
50,3,27,max_white_neighbors,11,12,27,4,0.1118
50,3,27,min_cut_edge_front,9,9,32,3,0.1118
50,3,27,min_cut_vertex_front,29,16,5,6,0.1118
50,3,27,hybrid,11,12,27,4,0.1118
50,3,28,max_degree,10,9,31,3,0.1151
50,3,28,max_white_neighbors,10,9,31,3,0.1151
50,3,28,min_cut_edge_front,10,9,31,3,0.1151
50,3,28,min_cut_vertex_front,23,21,6,7,0.1151
50,3,28,hybrid,10,9,31,3,0.1151
50,3,29,max_degree,14,12,24,4,0.1127
50,3,29,max_white_neighbors,14,12,24,4,0.1127
50,3,29,min_cut_edge_front,14,12,24,4,0.1127
50,3,29,min_cut_vertex_front,28,17,5,6,0.1127
50,3,29,hybrid,14,12,24,4,0.1127
50,3,30,max_degree,6,8,36,3,0.1127
50,3,30,max_white_neighbors,6,8,36,3,0.1127
50,3,30,min_cut_edge_front,6,8,36,3,0.1127
50,3,30,min_cut_vertex_front,6,9,35,3,0.1127
50,3,30,hybrid,6,8,36,3,0.1127
